budget,genres,id,imdb_id,popularity,poster_path,release_date,revenue,runtime,title,movieId,rating
7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2998,tt0066601,6.258456,/4yInJAMeuOf1tErz4D2vkiFQCvD.jpg,1970,1000000.0,113.0,Zabriskie Point,2998,3.3
200000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",58,tt0383574,29.455314,/waFr5RVKaQ9dzOt3nQuIVB1FiPu.jpg,2006,1065659812.0,151.0,Pirates of the Caribbean: Dead Man's Chest,58,4.0
2100000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",887,tt0036868,6.069343,/kKTyZW3CtyKdDKGtviO1SmbfTe.jpg,1946,23650000.0,172.0,The Best Years of Our Lives,887,2.9
1000000,"[{'id': 878, 'name': 'Science Fiction'}]",27873,tt0084887,0.815844,/2lsBcpFABFcplE4smdJSD7BsEEE.jpg,1982,3000000.0,91.0,Battletruck,27873,3.5
5000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",4997,tt0335563,8.062123,/b1BlGu3cZxDSBwEMG77pAxH41VF.jpg,2003,2466444.0,104.0,Wonderland,4997,2.9
500000,"[{'id': 99, 'name': 'Documentary'}]",31225,tt0100332,4.1012949999999995,/UeNcbdtVcBZk0ggUBVaXwO2Dbe.jpg,1990,3779620.0,71.0,Paris is Burning,31225,3.6
10000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",553,tt0276919,9.808595,/g1xLrof2RVgtHBB4fLvR5Xr8l5x.jpg,2003,16680836.0,178.0,Dogville,553,3.7
60000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",473,tt0138704,10.621362,/d4pDorUHjIVFiVGiJar6sF2r8TQ.jpg,1998,3221152.0,84.0,Pi,473,2.3
35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",423,tt0253474,14.811594,/iunmxWkOi7Vk17Ob3G2HwwjgHsr.jpg,2002,120072577.0,150.0,The Pianist,423,3.0
170000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 37, 'name': 'Western'}]",8487,tt0120891,9.887602000000001,/ouhNr6KsjOBSPxXzqRZFh0fLkjZ.jpg,1999,222104681.0,106.0,Wild Wild West,8487,3.3
2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 10752, 'name': 'War'}]",8885,tt1185616,7.636625,/qPINEHB2j0PUKDqo8MNLcGEjoB7.jpg,2008,11125849.0,90.0,Waltz with Bashir,8885,3.0
2000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",8974,tt0046534,5.609399,/kCbFRaaDob0bmRjqafgaDTFpGJJ.jpg,1953,2000000.0,85.0,The War of the Worlds,8974,3.1
14000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",114,tt0100405,13.348451,/fgmdaCMxXClZm2ePteLzCPySB1n.jpg,1990,463000000.0,119.0,Pretty Woman,114,3.6
110000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",163,tt0349903,11.869347,/nS3iDLQuy13XY1JH58NNl1rCuNN.jpg,2004,362744280.0,125.0,Ocean's Twelve,163,3.4
27000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",8512,tt0112857,4.646132,/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg,1995,16140822.0,102.0,Devil in a Blue Dress,8512,3.3
53000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",8963,tt0112740,8.657364999999999,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,1995,157387195.0,116.0,Crimson Tide,8963,2.6
2000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5854,tt0074512,4.845776,/6VPkrvTFpTGb4QJFWceMd6Y7IPp.jpg,1976,7900000.0,121.0,Family Plot,5854,2.9
50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",231,tt0365737,5.768575,/ArLpoafsdFhs5USOn2AUsEIImxI.jpg,2005,94000000.0,128.0,Syriana,231,3.0
24000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",4935,tt0347149,16.136048000000002,/iMarB2ior30OAXjPa7QIdeyUfM1.jpg,2004,234710455.0,119.0,Howl's Moving Castle,4935,3.4
25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",4566,tt0465538,7.857078,/lVPCDrDSTIZCwoBT4188wlYoFS7.jpg,2007,92991835.0,119.0,Michael Clayton,4566,2.0
18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",918,tt0092666,6.696292,/8tJfFsVbYjmJG23umiCK16NQcln.jpg,1987,39321715.0,95.0,Blind Date,918,3.7
4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1365,tt0285742,6.341187000000001,/8tQ2ZtUJ4bxxUF1slc6DKBXOtTN.jpg,2001,44909486.0,111.0,Monster's Ball,1365,3.8
10000000,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",2210,tt0097257,11.509677,/vjBfREN3yWoUINU0fHrdXjNxcCU.jpg,1988,3916303.0,100.0,Earth Girls Are Easy,2210,3.7
1200000,"[{'id': 37, 'name': 'Western'}]",429,tt0060196,16.788787,/wfPHdfofBD5PN96dV96a51B3Ja2.jpg,1966,6000000.0,161.0,"The Good, the Bad and the Ugly",429,2.4
27000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",849,tt0085811,9.848674,/xini4pJHApNdYO1go39BmIvBdLT.jpg,1983,16519460.0,117.0,Krull,849,2.8
10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1542,tt0151804,12.329066000000001,/iO9aZzrfmMvm3IqkFiQyuuUMLh2.jpg,1999,12827813.0,89.0,Office Space,1542,3.6
8000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",235,tt0092005,15.206957000000001,/kedC0y75jdzByjuZNLOWIOtduNw.jpg,1986,52287414.0,89.0,Stand by Me,235,3.7
200000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",49013,tt1216475,13.693001999999998,/AblhtULOVtrkSnFxRPQ8gBemxw9.jpg,2011,559852396.0,106.0,Cars 2,49013,2.4
14000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5919,tt0072308,7.469056,/atGCmFz8L5KmmVmP4kFcrS1vCyd.jpg,1974,116000000.0,159.0,The Towering Inferno,5919,3.0
55000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",8818,tt0116250,6.709803,/7uYGJTxaeCtek6afNLPCuYCyiV4.jpg,1996,141047179.0,134.0,Evita,8818,2.6
35000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}, {'id': 80, 'name': 'Crime'}]",1969,tt0416496,19.294832,/6WnSdouYhXDowg9NrKY2fSV5o1W.jpg,2006,10496317.0,93.0,Bandidas,1969,2.5
82000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1850,tt0125664,13.217419,/otB2n1cXZ6ASbbRSwKm0Ze7kcNn.jpg,1999,47434430.0,118.0,Man on the Moon,1850,3.0
80000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6964,tt0337741,8.524847,/q1DO4rwTGz1VSX2sEqqboPwsXUF.jpg,2003,266728738.0,128.0,Something's Gotta Give,6964,3.5
140000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",1726,tt0371746,22.073099,/848chlIWVT41VtAAgyh9bWymAYb.jpg,2008,585174222.0,126.0,Iron Man,1726,3.0
5000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1977,tt1053859,10.510468,/swFCNfNo6hgXygRJ7l1Y2aYKKky.jpg,2009,38610009.0,90.0,The Grudge 3,1977,2.3
100000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",280,tt0103064,22.661695,/2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg,1991,520000000.0,137.0,Terminator 2: Judgment Day,280,3.7
80000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",950,tt0438097,16.646029000000002,/isRuztu5Ch7FJdtSBLcG8QSOpEI.jpg,2006,660940780.0,91.0,Ice Age: The Meltdown,950,4.2
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2669,tt0086993,7.492912,/hXFXIc6F4NXI5emWCKcUwqEPjIZ.jpg,1984,8613462.0,132.0,The Bounty,2669,3.5
8700000,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",3509,tt0405296,11.643025999999999,/wS0QhF2RTwap84BKGr9hKHzNAMx.jpg,2006,7659918.0,100.0,A Scanner Darkly,3509,2.9
6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",433,tt0058331,15.11549,/oPXf92g2gjlPqduj6vRH9yvh0Yb.jpg,1964,102272727.0,139.0,Mary Poppins,433,2.9
140000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",9016,tt0133240,16.141913,/yfcoA7q9n852yVnYa0VcAchgA72.jpg,2002,109578115.0,95.0,Treasure Planet,9016,1.9
100000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",8665,tt0267626,7.718723,/5JxDeglx5aLaXgkutINmkeOujXa.jpg,2002,35168966.0,138.0,K-19: The Widowmaker,8665,3.9
1365000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1859,tt0031725,5.120036,/aFrCsI3e3oUSSiKkuDiPtrdfWyb.jpg,1939,2279000.0,110.0,Ninotchka,1859,3.6
11178,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",121173,tt2244376,0.079287,/nWaHRhz9RPQA82KQy7pqLKhorkf.jpg,2012,34659.0,104.0,Voracious,121173,2.2
2090000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5722,tt0065466,3.129943,/82BGehJQFch1GENnT9j5KwTDQmJ.jpg,1970,40000000.0,109.0,Beyond the Valley of the Dolls,5722,3.6
18000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",791,tt0432291,9.929808999999999,/qZ3Prt6jBvCWI08MsS9cPMM5lMi.jpg,2005,46201432.0,100.0,The Fog,791,3.6
48000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1900,tt0181865,8.338222,/9qPLd5hdXIlrAyknVWK38eZyUMo.jpg,2000,207515725.0,147.0,Traffic,1900,4.0
24000000,"[{'id': 18, 'name': 'Drama'}]",1715,tt0124315,9.526781,/vAWQenCtBlzICEi9PGY3nz8CWRJ.jpg,1999,88545092.0,126.0,The Cider House Rules,1715,2.6
45000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",82525,tt1615065,13.248022,/ecN4PGSU6zhYlAUL8Jh4qyE2um9.jpg,2012,82966152.0,131.0,Savages,82525,3.5
10284523,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2610,tt0338427,4.3490459999999995,/o8cHf3J34IMJtg6XdX9wSkjvw39.jpg,2005,11588205.0,104.0,Shopgirl,2610,3.8
50000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",8653,tt0255589,3.8820919999999997,/k42KBfHHZGISpmyaBRBTNgQObxS.jpg,2000,21075.0,90.0,The Isle,8653,2.6
16000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",101,tt0110413,20.477329,/gE8S02QUOhVnAmYu4tcrBlMTujz.jpg,1994,45284974.0,110.0,Leon: The Professional,101,3.8
65000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",4244,tt0219854,15.045725,/bTsn3l3QLmtKGPnOkKWpLObOgu7.jpg,2000,69700000.0,104.0,The Kid,4244,3.2
160000,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",1779,tt0098213,4.877008999999999,/kTaqM1mxJCgDq7nhc7zHvtR3LPk.jpg,1989,6706368.0,91.0,Roger & Me,1779,2.9
70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",395,tt0370263,12.636205,/9xzRKUBIqLwhhOYtcE7P1BbWXP9.jpg,2004,171183863.0,101.0,AVP: Alien vs. Predator,395,2.9
25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",634,tt0243155,10.780524,/f6z20eozbI7IvvFQfhQzuXoyo7Y.jpg,2001,281929795.0,97.0,Bridget Jones's Diary,634,2.3
18000000,"[{'id': 35, 'name': 'Comedy'}]",1281,tt0118689,12.799853,/pKGGzotqkNDEL2ix4VU1bWmteK5.jpg,1997,251212670.0,85.0,Bean,1281,4.0
1000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",32456,tt0124179,4.967667,/jMJQjX9HHIm588tJWq2Tkgppzbz.jpg,1997,2057193.0,84.0,Two Girls and a Guy,32456,3.6
4000000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",5,tt0113101,9.026586,/eQs5hh9rxrk1m4xHsIz1w11Ngqb.jpg,1995,4300000.0,98.0,Four Rooms,5,3.1
15000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",947,tt0056172,10.893332000000001,/j21UXCOq0EbV8EPTtmPn1CGePfB.jpg,1962,69995385.0,216.0,Lawrence of Arabia,947,4.0
100000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",869,tt0133152,17.319836,/uHp6PTo7SCrqdH5wCSrCCf8EQFX.jpg,2001,362211740.0,119.0,Planet of the Apes,869,3.1
6900000,"[{'id': 18, 'name': 'Drama'}]",105254,tt0066826,0.659046,/ysUmTyK7OU1lTLDn53TYlYFNU5r.jpg,1971,6530000.0,115.0,The Touch,105254,3.1
60000000,"[{'id': 35, 'name': 'Comedy'}]",8849,tt0375173,10.411608,/dvKvkoc2d06cOSheq5hQ7G4FJJX.jpg,2004,13395939.0,103.0,Alfie,8849,2.4
560000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",704,tt0058182,5.719266,/zGadcmcF48gy8rKCX2ubBz2ZlbF.jpg,1964,12299668.0,88.0,A Hard Day's Night,704,2.8
8500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2099,tt0091828,9.292099,/a6A3h6rAnQ4hTfZ80AQGZtGAVfj.jpg,1986,16209459.0,106.0,Raw Deal,2099,3.6
2000000,"[{'id': 37, 'name': 'Western'}]",966,tt0054047,10.650752,/7w3JmmyL8GpBvW6BusQfQCSm2h0.jpg,1960,4905000.0,128.0,The Magnificent Seven,966,3.5
48000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",565,tt0298130,13.740965,/zHJFdhqEXZJxG653oZvOM3PmNON.jpg,2002,249348933.0,115.0,The Ring,565,3.2
50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]",145220,tt2281587,7.244956,/bxDby1r6WW3HyWzA9vd8uCMG9E6.jpg,2014,80383290.0,112.0,Muppets Most Wanted,145220,1.2
1400000,"[{'id': 18, 'name': 'Drama'}]",705,tt0042192,12.063080000000001,/6numIZH6uR3NlJgY9m7nGH0jhs.jpg,1950,63463.0,138.0,All About Eve,705,3.5
923000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",962,tt0015864,6.202041,/eQRFo1qwRREYwj47Yoe1PisgOle.jpg,1925,2500000.0,95.0,The Gold Rush,962,3.4
25000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1497,tt0103060,7.9942660000000005,/HD4LtUw4Ono9tzgwWOhHpHcjkj.jpg,1991,78000000.0,88.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1497,2.3
1200000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2671,tt0178868,6.4861260000000005,/3joRI3S4jK4ZOuxnhauOdc0uvjb.jpg,1998,8690429.0,96.0,Ringu,2671,3.5
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",174751,tt2140037,8.826071,/nkIy7P21LL6kWgBI4YfGrHAkans.jpg,2016,1397284.0,98.0,Jane Got a Gun,174751,2.5
1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4927,tt0138414,1.666469,/qsyG50KDdfxPZxVSLrNmlwWBgWm.jpg,1998,870751.0,99.0,Edge of Seventeen,4927,3.7
140000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",608,tt0120912,16.775716,/qWjRfBwr4VculczswwojXgoU0mq.jpg,2002,441818803.0,88.0,Men in Black II,608,4.1
24000000,"[{'id': 35, 'name': 'Comedy'}]",2617,tt0095253,11.666172,/eSruS487kYsjr7k3QJayktlIYyp.jpg,1988,43455230.0,91.0,The Great Outdoors,2617,3.2
1700000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1688,tt0068408,12.843375,/wxanhJ9ZuZ05P4J2hkC1M1rA0dv.jpg,1972,9700000.0,88.0,Conquest of the Planet of the Apes,1688,3.5
6000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",141,tt0246578,18.303148,/nmb4QhCRmdfNP6rgb81yUFgI83l.jpg,2001,1270522.0,113.0,Donnie Darko,141,3.5
878000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",289,tt0034583,13.916101000000001,/wOBKAoUJZb5qTsWv5XXvVV2vUzz.jpg,1942,10462500.0,102.0,Casablanca,289,3.4
